Column1,Title,PositiveReview,NegativeReview,Topic,Selected Content,Pos/Neg,Head,Body 1,Body 2,Body 3,Body 4,Body 5,Body 6,Body 7,Body 8,Body 9,Body 10,Body 11,Body 12,Body 13,Body 14,Body 15,Cont. Body 1,Cont. Body 2,Cont. Body 3,Cont. Body 4,Cont. Body 5,Cont. Body 6,Cont. Body 7,Cont. Body 8,Cont. Body 9,Cont. Body 10,Cont. Body 11,Cont. Body 12,Cont. Body 13,Cont. Body 14,Cont. Body 15,Concat,Claim,PositiveReview Relevancy,NegativeReview Relevancy,Column2,Column3,,
461,Disappointing,The people working there were kind and responsive.,"Our plumbing had complications twice. Moreover, the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift. These cookies are only made in Thessaloniki and cost us 25 euros. When we asked if they had seem them, the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions. It was nice that they tried, but they should be refunding us for the cookies we lost. I feel bad writing a negative review because they were kind; however, only things near the garbage should be thrown out. Not stuff next to guests' belongings. I was extremely disappointed in how they dealt with the situation, and that they thought it was acceptable to take an edible gift out of a trash room and continue as if nothing happened.",Staff,"Moreover, the cleaning crew cleaned out our rooms and threw out a box of cookies next to our bags that was meant to be a gift. These cookies are only made in Thessaloniki and cost us 25 euros. When we asked if they had seem them, the owners brought them out of the trash room and offered to spray them as if that would be acceptable for an edible gift during COVID pandemic cautions. It was nice that they tried, but they should be refunding us for the cookies we lost. I feel bad writing a negative review because they were kind; however, only things near the garbage should be thrown out. Not stuff next to guests' belongings. I was extremely disappointed in how they dealt with the situation, and that they thought it was acceptable to take an edible gift out of a trash room and continue as if nothing happened.",Negative,bad_staff,staff_mistakenly_throw_valuable_item_during_cleaning_service,staff_not_provide_good_solution,,,,,,,,,,,,,,have_evident_staff_mistakenly_throw_valuable_item_during_cleaning_service,have_evident_staff_mistakenly_throw_valuable_item_during_cleaning_service,have_evident_staff_not_provide_good_solution,,,,,,,,,,,,,"staff_mistakenly_throw_valuable_item_during_cleaning_service , staff_not_provide_good_solution , have_evident_staff_mistakenly_throw_valuable_item_during_cleaning_service , have_evident_staff_mistakenly_throw_valuable_item_during_cleaning_service , have_evident_staff_not_provide_good_solution",Claim,No,Yes,,,,
462,friendly staff and lovely stay.,"excellent location, clean and modern.",,Location,"excellent location, ",Positive,good_location,excellent_location,,,,,,,,,,,,,,,no_evident_not_excellent_location,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
462,friendly staff and lovely stay.,"excellent location, clean and modern.",,Room,clean and modern.,Positive,good_room,clean_room,modern_room,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_modern_room,,,,,,,,,,,,,,,,,,,,,
463,as booked last minute due to flight cancellation - couldn’t have asked for more,cleanliness,,Room,cleanliness,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
464,"Very nice, friendly staff who helped with parking and allowed an early check-out (for an early flight)","The room was nice and clean, the two beds were set up as we requested",There wasn’t a fan in the bathroom so opening the window was required,Room,"The room was nice and clean, the two beds were set up as we requested",Positive,good_room,nice_room,clean_room,bed_setup_as_requested,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_clean_room,no_evident_not_bed_setup_as_requested,,,,,,,,,,,,,,Claim,Out of scope,Out of scope,,,,
464,"Very nice, friendly staff who helped with parking and allowed an early check-out (for an early flight)","The room was nice and clean, the two beds were set up as we requested",There wasn’t a fan in the bathroom so opening the window was required,Room,There wasn’t a fan in the bathroom so opening the window was required,Negative,bad_room,no_fan_in_bathroom,require_open_bathroom_window,,,,,,,,,,,,,,have_evident_no_fan_in_bathroom,have_evident_require_open_bathroom_window,,,,,,,,,,,,,,,,,,,,,
465,unbeatable value for money,"Room fresh, clean and modern. Same as shown in photos.
 Calm area, close to the beach, many restaurants and coffee shops there. 
 Bus station very close.
 Breakfast above expectations.",nothing,Room,"Room fresh, clean and modern. Same as shown in photos.",Positive,good_room,fresh_room,clean_room,modern_room,same_as_photo,,,,,,,,,,,,no_evident_not_fresh_room,no_evident_not_clean_room,no_evident_not_modern_room,no_evident_not_same_as_photo,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
465,unbeatable value for money,"Room fresh, clean and modern. Same as shown in photos.
 Calm area, close to the beach, many restaurants and coffee shops there. 
 Bus station very close.
 Breakfast above expectations.",nothing,Location,"Calm area, close to the beach, many restaurants and coffee shops there. 
 Bus station very close.",Positive,good_location,calm_area,close_to_beach,close_to_restaurant,close_to_coffee_shop,close_to_bus_station,,,,,,,,,,,no_evident_not_calm_area,no_evident_not_close_to_beach,no_evident_not_close_to_restaurant,no_evident_not_close_to_coffee_shop,no_evident_not_close_to_bus_station,,,,,,,,,,,,,,,,,,
465,unbeatable value for money,"Room fresh, clean and modern. Same as shown in photos.
 Calm area, close to the beach, many restaurants and coffee shops there. 
 Bus station very close.
 Breakfast above expectations.",nothing,Food,Breakfast above expectations.,Positive,good_food,above_expectation_breakfast,,,,,,,,,,,,,,,no_evident_not_above_expectation_breakfast,,,,,,,,,,,,,,,,,,,,,,
465,unbeatable value for money,"Room fresh, clean and modern. Same as shown in photos.
 Calm area, close to the beach, many restaurants and coffee shops there. 
 Bus station very close.
 Breakfast above expectations.",nothing,Off,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Very Good,"Hotel is very close to the airport, nice place to stay if you arrive late at night.",,Location,"Hotel is very close to the airport, nice place to stay if you arrive late at night.",Positive,good_location,close_to_airport,nice_place_for_late_night_arrival,,,,,,,,,,,,,,no_evident_not_close_to_airport,no_evident_not_nice_place_for_late_night_arrival,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
467,Exceptional,"Liked the happy and smiling welcome that greets you once you arrive at the property. Unfortunately, I didn't have time to try their breakfasts as I had an early flight but they looked amazing. I will definitely return and I can thoroughly recommend this property. Thank you very much!",Not applicable,Staff,Liked the happy and smiling welcome that greets you once you arrive at the property. ,Positive,good_staff,happy_staff,smiling_staff,welcoming_staff,greet_staff,,,,,,,,,,,,no_evident_not_happy_staff,no_evident_not_smiling_staff,no_evident_not_welcoming_staff,no_evident_not_greet_staff,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
467,Exceptional,"Liked the happy and smiling welcome that greets you once you arrive at the property. Unfortunately, I didn't have time to try their breakfasts as I had an early flight but they looked amazing. I will definitely return and I can thoroughly recommend this property. Thank you very much!",Not applicable,Off,"Unfortunately, I didn't have time to try their breakfasts as I had an early flight but they looked amazing. I will definitely return and I can thoroughly recommend this property. Thank you very much! Not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Wonderful,"Nice staff, room very nice and clean.",Swimming pool could be cleaner.,Staff,"Nice staff, ",Positive,good_staff,nice_staff,,,,,,,,,,,,,,,no_evident_not_nice_staff,,,,,,,,,,,,,,,,Claim,Yes,No,,,,
468,Wonderful,"Nice staff, room very nice and clean.",Swimming pool could be cleaner.,Room,room very nice and clean.,Positive,good_room,nice_room,clean_room,,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,
468,Wonderful,"Nice staff, room very nice and clean.",Swimming pool could be cleaner.,Facility,Swimming pool could be cleaner.,Negative,bad_facility,pool_could_be_cleaner,,,,,,,,,,,,,,,have_evident_pool_could_be_cleaner,,,,,,,,,,,,,,,,,,,,,,
469,Overnight stay close to airport,Very helpful and knowledgeable staff. Rooms are updated and clean.,,Staff,Very helpful and knowledgeable staff. ,Positive,good_staff,helpful_staff,knowledgeable_staff,,,,,,,,,,,,,,no_evident_not_helpful_staff,no_evident_not_knowledgeable_staff,,,,,,,,,,,,,,,Not claim,Out of scope,Noise Negative Null,,,,
469,Overnight stay close to airport,Very helpful and knowledgeable staff. Rooms are updated and clean.,,Room,Rooms are updated and clean.,Positive,good_room,updated_room,clean_room,,,,,,,,,,,,,,no_evident_not_updated_room,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,
470,Cheap and cheerful.,Nice and clean. Perfect for an overnight stay. Owners very nice and friendly.,,Room,Nice and clean. ,Positive,good_room,nice_room,clean_room,,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_clean_room,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
470,Cheap and cheerful.,Nice and clean. Perfect for an overnight stay. Owners very nice and friendly.,,Staff,Owners very nice and friendly.,Positive,good_staff,nice_staff,friendly_staff,,,,,,,,,,,,,,no_evident_not_nice_staff,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,,,,,,
470,Cheap and cheerful.,Nice and clean. Perfect for an overnight stay. Owners very nice and friendly.,,Off,Perfect for an overnight stay. ,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,One night,"Very clean, modern rooms, comfortable bed and good shower. Very helpful staff. Exceptional value for money and very close to beach.",Maybe a little way from main town,Room,"Very clean, modern rooms, comfortable bed and good shower. ",Positive,good_room,clean_room,modern_room,comfortable_bed,good_shower,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_modern_room,no_evident_not_comfortable_bed,no_evident_not_good_shower,,,,,,,,,,,,,Not claim,Out of scope,Out of scope,,,,
471,One night,"Very clean, modern rooms, comfortable bed and good shower. Very helpful staff. Exceptional value for money and very close to beach.",Maybe a little way from main town,Staff,Very helpful staff. ,Positive,good_staff,helpful_staff,,,,,,,,,,,,,,,no_evident_not_helpful_staff,,,,,,,,,,,,,,,,,,,,,,
471,One night,"Very clean, modern rooms, comfortable bed and good shower. Very helpful staff. Exceptional value for money and very close to beach.",Maybe a little way from main town,Price,Exceptional value for money ,Positive,good_price,value_for_money,,,,,,,,,,,,,,,no_evident_not_value_for_money,,,,,,,,,,,,,,,,,,,,,,
471,One night,"Very clean, modern rooms, comfortable bed and good shower. Very helpful staff. Exceptional value for money and very close to beach.",Maybe a little way from main town,Location,and very close to beach.,Positive,good_location,close_to_beach,,,,,,,,,,,,,,,no_evident_not_close_to_beach,,,,,,,,,,,,,,,,,,,,,,
471,One night,"Very clean, modern rooms, comfortable bed and good shower. Very helpful staff. Exceptional value for money and very close to beach.",Maybe a little way from main town,Location,Maybe a little way from main town,Negative,bad_location,way_from_main_town,,,,,,,,,,,,,,,have_evident_way_from_main_town,,,,,,,,,,,,,,,,,,,,,,
472,Exceptional,Very friendly atmosphere. A family business where you feel like at home. Huge and delicious breakfast. The hotel is very comfortable. We definitely will come again.,,Facility,Very friendly atmosphere. A family business where you feel like at home. The hotel is very comfortable. ,Positive,good_facility,friendly_atmosphere,feel_like_home_hotel,comfortable_hotel,,,,,,,,,,,,,no_evident_not_friendly_atmosphere,no_evident_not_feel_like_home_hotel,no_evident_not_comfortable_hotel,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
472,Exceptional,Very friendly atmosphere. A family business where you feel like at home. Huge and delicious breakfast. The hotel is very comfortable. We definitely will come again.,,Food,Huge and delicious breakfast. ,Positive,good_food,huge_breakfast,delicious_breakfast,,,,,,,,,,,,,,no_evident_not_huge_breakfast,no_evident_not_delicious_breakfast,,,,,,,,,,,,,,,,,,,,,
472,Exceptional,Very friendly atmosphere. A family business where you feel like at home. Huge and delicious breakfast. The hotel is very comfortable. We definitely will come again.,,Off,We definitely will come again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Wonderful credit,Friendly staff and service. Very nice rooms. Clean.,,Staff,Friendly staff and service. ,Positive,good_staff,friendly_staff,friendly_service,,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_friendly_service,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
473,Wonderful credit,Friendly staff and service. Very nice rooms. Clean.,,Room,Very nice rooms. Clean.,Positive,good_room,nice_room,clean_room,,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,
474,Bad,"Clean, smart devices.","Overpriced for its facilities, if you're lucky you may have the only one parking in the side.
 Very poor lunch (breakfast).",Room,"Clean, smart devices.",Positive,good_room,clean_room,smart_device_room,,,,,,,,,,,,,,no_evident_not_clean_room,no_evident_not_smart_device_room,,,,,,,,,,,,,,"clean_room , smart_device_room , no_evident_not_clean_room , no_evident_not_smart_device_room",,,,,,,
474,Bad,"Clean, smart devices.","Overpriced for its facilities, if you're lucky you may have the only one parking in the side.
 Very poor lunch (breakfast).",Price,"Overpriced for its facilities,",Negative,bad_price,overpriced_for_facility,,,,,,,,,,,,,,,have_evident_overpriced_for_facility,,,,,,,,,,,,,,,"overpriced_for_facility , have_evident_overpriced_for_facility",Claim,No,Yes,,,,
474,Bad,"Clean, smart devices.","Overpriced for its facilities, if you're lucky you may have the only one parking in the side.
 Very poor lunch (breakfast).",Facility,if you're lucky you may have the only one parking in the side.,Negative,bad_facility,has_parking_if_lucky,,,,,,,,,,,,,,,have_evident_has_parking_if_lucky,,,,,,,,,,,,,,,"has_parking_if_lucky , have_evident_has_parking_if_lucky",,,,,,,
474,Bad,"Clean, smart devices.","Overpriced for its facilities, if you're lucky you may have the only one parking in the side.
 Very poor lunch (breakfast).",Food,Very poor lunch (breakfast),Negative,bad_food,poor_lunch,poor_breakfast,,,,,,,,,,,,,,have_evident_poor_lunch,have_evident_poor_breakfast,,,,,,,,,,,,,,"poor_lunch , poor_breakfast , have_evident_poor_lunch , have_evident_poor_breakfast",,,,,,,
475,"Nice, with a little effort it would have been possible to give more",Nice,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Off,Nice,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"Nice, with a little effort it would have been possible to give more",Nice,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Room,"The floor is not cleaned enough, full of dust, water does not drain and floods the room",Negative,bad_room,not_clean_enough_floor,dust_on_floor,water_not_drain,flood_room,,,,,,,,,,,,have_evident_not_clean_enough_floor,have_evident_dust_on_floor,have_evident_water_not_drain,have_evident_flood_room,,,,,,,,,,,,"not_clean_enough_floor , dust_on_floor , water_not_drain , flood_room , have_evident_not_clean_enough_floor , have_evident_dust_on_floor , have_evident_water_not_drain , have_evident_flood_room",Claim,Yes,No,,,,
476,Exceptional,"The kindness of the staff, the size of the room, location.",,Staff,"The kindness of the staff,",Positive,good_staff,kind_staff,,,,,,,,,,,,,,,no_evident_not_kind_staff,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
476,Exceptional,"The kindness of the staff, the size of the room, location.",,Room,"the size of the room, ",Positive,good_room,room_size,,,,,,,,,,,,,,,no_evident_not_room_size,,,,,,,,,,,,,,,,,,,,,,
476,Exceptional,"The kindness of the staff, the size of the room, location.",,Off,location.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Exceptional,"Very kind staff. Delicious food, impeccable cleanliness.
 Thank you!",,Staff,Very kind staff. ,Positive,good_staff,kind_staff,,,,,,,,,,,,,,,no_evident_not_kind_staff,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
477,Exceptional,"Very kind staff. Delicious food, impeccable cleanliness.
 Thank you!",,Food,"Delicious food, ",Positive,good_food,delicious_food,,,,,,,,,,,,,,,no_evident_not_delicious_food,,,,,,,,,,,,,,,,,,,,,,
477,Exceptional,"Very kind staff. Delicious food, impeccable cleanliness.
 Thank you!",,Room,impeccable cleanliness.,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,,
477,Exceptional,"Very kind staff. Delicious food, impeccable cleanliness.
 Thank you!",,Off,Thank you!,Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Exactly what we were looking for,"The kindness of the staff, the location, the cleanliness of the room.",,Staff,"The kindness of the staff, ",Positive,good_staff,kind_staff,,,,,,,,,,,,,,,no_evident_not_kind_staff,,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
478,Exactly what we were looking for,"The kindness of the staff, the location, the cleanliness of the room.",,Off,"the location, ",Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Exactly what we were looking for,"The kindness of the staff, the location, the cleanliness of the room.",,Room,the cleanliness of the room.,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,,
479,"Clean, functional hotel 3km from the airport and walking distance to the beach","Friendly, clean hotel, functionally furnished. Balcony with courtyard or street view. Good breakfast directly in the hotel, to be paid separately (various options up to 10 EUR). Very friendly host. Proximity to the airport (3km) and the beach including numerous restaurants (500m).",,Facility,"Friendly, clean hotel,",Positive,good_facility,friendly_hotel,clean_hotel,,,,,,,,,,,,,,no_evident_not_friendly_hotel,no_evident_not_clean_hotel,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
479,"Clean, functional hotel 3km from the airport and walking distance to the beach","Friendly, clean hotel, functionally furnished. Balcony with courtyard or street view. Good breakfast directly in the hotel, to be paid separately (various options up to 10 EUR). Very friendly host. Proximity to the airport (3km) and the beach including numerous restaurants (500m).",,Room,functionally furnished. Balcony with courtyard or street view.,Positive,good_room,functional_room,furnished_room,balcony_room_with_courtyard_view ,balcony_room_with_street_view ,,,,,,,,,,,,no_evident_not_functional_room,no_evident_not_furnished_room,no_evident_not_balcony_room_with_courtyard_view ,no_evident_not_balcony_room_with_street_view ,,,,,,,,,,,,"functional_room , furnished_room , balcony_room_with_courtyard_view  , balcony_room_with_street_view  , no_evident_not_functional_room , no_evident_not_furnished_room , no_evident_not_balcony_room_with_courtyard_view  , no_evident_not_balcony_room_with_street_view ",,,,,,,
479,"Clean, functional hotel 3km from the airport and walking distance to the beach","Friendly, clean hotel, functionally furnished. Balcony with courtyard or street view. Good breakfast directly in the hotel, to be paid separately (various options up to 10 EUR). Very friendly host. Proximity to the airport (3km) and the beach including numerous restaurants (500m).",,Food,"Good breakfast directly in the hotel, to be paid separately (various options up to 10 EUR). ",Positive,good_food,good_breakfast_in_hotel,various_option_breakfast,,,,,,,,,,,,,,no_evident_not_good_breakfast_in_hotel,no_evident_not_various_option_breakfast,,,,,,,,,,,,,,,,,,,,,
479,"Clean, functional hotel 3km from the airport and walking distance to the beach","Friendly, clean hotel, functionally furnished. Balcony with courtyard or street view. Good breakfast directly in the hotel, to be paid separately (various options up to 10 EUR). Very friendly host. Proximity to the airport (3km) and the beach including numerous restaurants (500m).",,Staff,Very friendly host. ,Positive,good_staff,friendly_staff,,,,,,,,,,,,,,,no_evident_not_friendly_staff,,,,,,,,,,,,,,,,,,,,,,
479,"Clean, functional hotel 3km from the airport and walking distance to the beach","Friendly, clean hotel, functionally furnished. Balcony with courtyard or street view. Good breakfast directly in the hotel, to be paid separately (various options up to 10 EUR). Very friendly host. Proximity to the airport (3km) and the beach including numerous restaurants (500m).",,Location,Proximity to the airport (3km) and the beach including numerous restaurants (500m).,Positive,good_location,proximity_to_airport,3_km_to_airport,proximity_to_beach,proximity_to_restaurant,,,,,,,,,,,,no_evident_not_proximity_to_airport,no_evident_not_3_km_to_airport,no_evident_not_proximity_to_beach,no_evident_not_proximity_to_restaurant,,,,,,,,,,,,,,,,,,,
480,Wonderful,French speaking and competent staff.,Nothing,Staff,French speaking and competent staff.,Positive,good_staff,can_speak_French,competent_staff,,,,,,,,,,,,,,no_evident_not_can_speak_French,no_evident_not_competent_staff,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
480,Wonderful,French speaking and competent staff.,Nothing,Off,Nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,"If I return to Larnaca, for sure Alon will be there again (;","The cleanest place I stayed in Cyprus!
 The staff is kind and welcoming.","The Waze is to blame for what I didn't like.
 She was less helpful in guiding me than the locals, who explained to me in a second 🙏😊",Facility,The cleanest place I stayed in Cyprus!,Positive,good_facility,cleanest_hotel_in_Cyprus,,,,,,,,,,,,,,,no_evident_not_cleanest_hotel_in_Cyprus,,,,,,,,,,,,,,,,Claim,Yes,No,,,,
481,"If I return to Larnaca, for sure Alon will be there again (;","The cleanest place I stayed in Cyprus!
 The staff is kind and welcoming.","The Waze is to blame for what I didn't like.
 She was less helpful in guiding me than the locals, who explained to me in a second 🙏😊",Staff,The staff is kind and welcoming.,Positive,good_staff,kind_staff,welcoming_staff,,,,,,,,,,,,,,no_evident_not_kind_staff,no_evident_not_welcoming_staff,,,,,,,,,,,,,,,,,,,,,
481,"If I return to Larnaca, for sure Alon will be there again (;","The cleanest place I stayed in Cyprus!
 The staff is kind and welcoming.","The Waze is to blame for what I didn't like.
 She was less helpful in guiding me than the locals, who explained to me in a second 🙏😊",Off,"The Waze is to blame for what I didn't like.
 She was less helpful in guiding me than the locals, who explained to me in a second",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"the accommodation was reasonable for the price, suitable for sleeping after arrival, the evening walk to Salt Lake was also great, but definitely","pleasant accommodation, helpful reception, cleanliness",the rooms were not soundproofed enough,Facility,"pleasant accommodation, ",Positive,good_facility,pleasant_hotel,,,,,,,,,,,,,,,no_evident_not_pleasant_hotel,,,,,,,,,,,,,,,,Claim,Yes,Yes,,,,
482,"the accommodation was reasonable for the price, suitable for sleeping after arrival, the evening walk to Salt Lake was also great, but definitely","pleasant accommodation, helpful reception, cleanliness",the rooms were not soundproofed enough,Staff,"helpful reception,",Positive,good_staff,helpful_staff,,,,,,,,,,,,,,,no_evident_not_helpful_staff,,,,,,,,,,,,,,,,,,,,,,
482,"the accommodation was reasonable for the price, suitable for sleeping after arrival, the evening walk to Salt Lake was also great, but definitely","pleasant accommodation, helpful reception, cleanliness",the rooms were not soundproofed enough,Room,cleanliness,Positive,good_room,clean_room,,,,,,,,,,,,,,,no_evident_not_clean_room,,,,,,,,,,,,,,,,,,,,,,
482,"the accommodation was reasonable for the price, suitable for sleeping after arrival, the evening walk to Salt Lake was also great, but definitely","pleasant accommodation, helpful reception, cleanliness",the rooms were not soundproofed enough,Room,the rooms were not soundproofed enough,Negative,bad_room,not_enough_soundproof,,,,,,,,,,,,,,,have_evident_not_enough_soundproof,,,,,,,,,,,,,,,,,,,,,,
483,"Two day stay
","The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions. In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.","The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Staff,The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions.,Positive,good_staff,friendly_staff,happy_to_help,staff_ready_to_answer_question,,,,,,,,,,,,,no_evident_not_friendly_staff,no_evident_not_happy_to_help,no_evident_not_staff_ready_to_answer_question,,,,,,,,,,,,,"friendly_staff , happy_to_help , staff_ready_to_answer_question , no_evident_not_friendly_staff , no_evident_not_happy_to_help , no_evident_not_staff_ready_to_answer_question",,,,,,,
483,"Two day stay
","The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions. In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.","The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Location,"In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.",Positive,good_location,close_to_airport,good_location_for_early_flight,good_location_for_late_flight,,,,,,,,,,,,,no_evident_not_close_to_airport,no_evident_not_good_location_for_early_flight,no_evident_not_good_location_for_late_flight,,,,,,,,,,,,,"close_to_airport , good_location_for_early_flight , good_location_for_late_flight , no_evident_not_close_to_airport , no_evident_not_good_location_for_early_flight , no_evident_not_good_location_for_late_flight",Not claim,Out of scope,Out of scope,,,,
483,"Two day stay
","The staff are extremely friendly and always happy to help when needed. They were always ready to answer any of our questions. In a very good location, close to the airport, especially if you have an early or late flight, and also close to the beach.","The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Room,"The main reason for not giving the highest rating is the noise. From the neighboring hotels/houses, they showered at any time of the day and made unpleasant noise. There were problems with the sealing and closing of the window.",Negative,bad_room,noisy_neighborhood,problem_with_sealing_of_window,problem_with_closing_window,,,,,,,,,,,,,have_evident_noisy_neighborhood,have_evident_problem_with_sealing_of_window,have_evident_problem_with_closing_window,,,,,,,,,,,,,"noisy_neighborhood , problem_with_sealing_of_window , problem_with_closing_window , have_evident_noisy_neighborhood , have_evident_problem_with_sealing_of_window , have_evident_problem_with_closing_window",,,,,,,
484,Very Good,"Nice room, very clean.
 Convenient because close to the airport.
 Very kind and helpful staff.
 We had dinner in the evening, it was very good.","Just a bit far from town
 Room a bit small",Room,"Nice room, very clean.",Positive,good_room,nice_room,clean_room,,,,,,,,,,,,,,no_evident_not_nice_room,no_evident_not_clean_room,,,,,,,,,,,,,,"nice_room , clean_room , no_evident_not_nice_room , no_evident_not_clean_room",,,,,,,
484,Very Good,"Nice room, very clean.
 Convenient because close to the airport.
 Very kind and helpful staff.
 We had dinner in the evening, it was very good.","Just a bit far from town
 Room a bit small",Location,Convenient because close to the airport.,Positive,good_location,convenient_location,close_to_airport,,,,,,,,,,,,,,no_evident_not_convenient_location,no_evident_not_close_to_airport,,,,,,,,,,,,,,"convenient_location , close_to_airport , no_evident_not_convenient_location , no_evident_not_close_to_airport",,,,,,,
484,Very Good,"Nice room, very clean.
 Convenient because close to the airport.
 Very kind and helpful staff.
 We had dinner in the evening, it was very good.","Just a bit far from town
 Room a bit small",Staff,Very kind and helpful staff.,Positive,good_staff,kind_staff,helpful_staff,,,,,,,,,,,,,,no_evident_not_kind_staff,no_evident_not_helpful_staff,,,,,,,,,,,,,,"kind_staff , helpful_staff , no_evident_not_kind_staff , no_evident_not_helpful_staff",,,,,,,
484,Very Good,"Nice room, very clean.
 Convenient because close to the airport.
 Very kind and helpful staff.
 We had dinner in the evening, it was very good.","Just a bit far from town
 Room a bit small",Food,"We had dinner in the evening, it was very good.",Positive,good_food,good_dinner,,,,,,,,,,,,,,,no_evident_not_good_dinner,,,,,,,,,,,,,,,"good_dinner , no_evident_not_good_dinner",,,,,,,
484,Very Good,"Nice room, very clean.
 Convenient because close to the airport.
 Very kind and helpful staff.
 We had dinner in the evening, it was very good.","Just a bit far from town
 Room a bit small",Location,Just a bit far from town,Negative,bad_location,far_from_town,,,,,,,,,,,,,,,have_evident_far_from_town,,,,,,,,,,,,,,,"far_from_town , have_evident_far_from_town",Claim,Yes,No,,,,
484,Very Good,"Nice room, very clean.
 Convenient because close to the airport.
 Very kind and helpful staff.
 We had dinner in the evening, it was very good.","Just a bit far from town
 Room a bit small",Room,Room a bit small,Negative,bad_room,small_room,,,,,,,,,,,,,,,have_evident_small_room,,,,,,,,,,,,,,,"small_room , have_evident_small_room",,,,,,,
485,Exceptional,wonderful hotel and staff! all as in the photo!,,Facility,wonderful hotel and staff! all as in the photo!,Positive,good_facility,wonderful_hotel,same_as_photo,,,,,,,,,,,,,,no_evident_not_wonderful_hotel,no_evident_not_same_as_photo,,,,,,,,,,,,,,,Claim,Yes,Noise Negative Null,,,,
485,Exceptional,wonderful hotel and staff! all as in the photo!,,Staff,wonderful hotel and staff! all as in the photo!,Positive,good_staff,wonderful_staff,,,,,,,,,,,,,,,no_evident_not_wonderful_staff,,,,,,,,,,,,,,,,,,,,,,
